Timestamp,Value
2025-04-30 17:13:01.270649,24.397328679442115
2025-04-30 17:13:02.422081,21.017323954723757
2025-04-30 17:13:03.590662,21.22194735776214
2025-04-30 17:13:04.852902,23.403141277862414
2025-04-30 17:13:06.008263,23.491423275819532
2025-04-30 17:13:07.161957,22.422587940916312
2025-04-30 17:13:08.325127,23.140874117987806
2025-04-30 17:13:09.558232,23.569080185981054
2025-04-30 17:13:10.726164,21.628469275077762
2025-04-30 17:13:11.895600,20.523794326678477
2025-04-30 17:13:13.041200,23.88368212058944
2025-04-30 17:13:14.280983,22.477270055408653
2025-04-30 17:13:15.365936,24.20661893731607
2025-04-30 17:13:16.547856,22.993152451952536
2025-04-30 17:13:17.777387,22.048946591573618
2025-04-30 17:13:18.894016,22.185949654775456
2025-04-30 17:13:20.168672,23.528076696351835
2025-04-30 17:13:21.440604,24.225282766929066
2025-04-30 17:13:22.521504,20.502589086420272
2025-04-30 17:13:23.601536,20.09695085572523
2025-04-30 17:13:24.670869,20.84052037639637
2025-04-30 17:13:25.809719,23.12147832172849
2025-04-30 17:13:26.953556,20.29953187772613
2025-04-30 17:13:28.110356,20.3639069222489
2025-04-30 17:13:29.258807,23.14525931477712
2025-04-30 17:13:30.402234,22.767666097138
2025-04-30 17:13:31.550745,21.30068340813614
2025-04-30 17:13:32.695216,21.545671431927254
2025-04-30 17:13:33.837598,23.961353457592143
2025-04-30 17:13:34.976954,22.19148428584493
2025-04-30 17:13:36.122373,22.25056560989485
2025-04-30 17:13:37.265019,21.86788987541379
2025-04-30 17:13:38.409591,24.60727037905369
2025-04-30 17:13:39.550099,20.251789620888616
2025-04-30 17:13:40.695112,20.58296408111787
2025-04-30 17:13:41.875740,21.757659832842087
